,angle,transmission
0,-28.596596596596598,0.9543362887665964
1,-28.351755158561968,0.9511626752834583
2,-28.106913720527334,0.9478583279963781
3,-27.862072282492704,0.9444214210261969
4,-27.617230844458074,0.9408532189098977
5,-27.37238940642344,0.9371576054476557
6,-27.12754796838881,0.9333385472909406
7,-26.88270653035418,0.9294000110912229
8,-26.637865092319547,0.925345963499973
9,-26.393023654284917,0.921180371168661
10,-26.148182216250284,0.9169072007487574
11,-25.903340778215654,0.9125304188917324
12,-25.658499340181024,0.908053992249056
13,-25.41365790214639,0.9034818874721989
14,-25.16881646411176,0.8988180712126314
15,-24.92397502607713,0.8940665101218234
16,-24.679133588042497,0.8892311708512454
17,-24.434292150007867,0.8843160200523678
18,-24.189450711973237,0.8793250243766608
19,-23.944609273938603,0.8742621513205908
20,-23.699767835903973,0.8691314995604336
21,-23.454926397869343,0.8639374398131784
22,-23.21008495983471,0.8586843766048201
23,-22.96524352180008,0.8533767144613533
24,-22.72040208376545,0.8480188579087732
25,-22.475560645730816,0.8426152114730739
26,-22.230719207696186,0.8371701796802505
27,-21.985877769661556,0.8316881670562974
28,-21.741036331626923,0.8261735781272096
29,-21.496194893592293,0.8206308174189816
30,-21.251353455557663,0.8150642894576083
31,-21.00651201752303,0.809478398769084
32,-20.7616705794884,0.8038775498794042
33,-20.51682914145377,0.7982661473145628
34,-20.271987703419136,0.7926485956005547
35,-20.027146265384502,0.7870292992633748
36,-19.782304827349876,0.7814127057060819
37,-19.537463389315242,0.7758035020839662
38,-19.29262195128061,0.7702064588428954
39,-19.047780513245982,0.7646263465118776
40,-18.80293907521135,0.75906793561992
41,-18.558097637176715,0.7535359966960306
42,-18.313256199142085,0.7480353002692172
43,-18.068414761107455,0.7425706168684871
44,-17.82357332307282,0.7371467170228485
45,-17.57873188503819,0.7317683712613087
46,-17.33389044700356,0.7264403501128757
47,-17.089049008968928,0.7211674241065571
48,-16.844207570934298,0.7159543637713606
49,-16.599366132899668,0.7108059396362938
50,-16.354524694865034,0.7057269222303645
51,-16.109683256830404,0.7007220820825807
52,-15.864841818795773,0.6957959552184295
53,-15.620000380761143,0.6909488040683794
54,-15.375158942726511,0.686177160211886
55,-15.13031750469188,0.6814774299017738
56,-14.88547606665725,0.6768460193908683
57,-14.640634628622617,0.6722793349319943
58,-14.395793190587986,0.667773782777977
59,-14.150951752553356,0.663325769181642
60,-13.906110314518724,0.6589317003958133
61,-13.661268876484092,0.654587982673317
62,-13.41642743844946,0.6502910222669778
63,-13.17158600041483,0.6460372254296208
64,-12.926744562380199,0.6418229984140711
65,-12.681903124345567,0.6376447474731537
66,-12.437061686310937,0.6334988788596941
67,-12.192220248276303,0.6293817988265171
68,-11.947378810241673,0.625289916185469
69,-11.702537372207043,0.6212200917753403
70,-11.45769593417241,0.6171701537846785
71,-11.21285449613778,0.6131380551373191
72,-10.96801305810315,0.6091217487570972
73,-10.723171620068516,0.605119187567848
74,-10.478330182033886,0.601128324493407
75,-10.233488743999256,0.5971471124576091
76,-9.988647305964623,0.5931735043842898
77,-9.743805867929993,0.5892054531972841
78,-9.498964429895363,0.5852409118204275
79,-9.25412299186073,0.581277833177555
80,-9.0092815538261,0.577314170192502
81,-8.76444011579147,0.5733478757891037
82,-8.519598677756836,0.5693769028911954
83,-8.274757239722206,0.5653992044226122
84,-8.029915801687572,0.5614127333071894
85,-7.785074363652942,0.5574154856156401
86,-7.540232925618312,0.5534057072062698
87,-7.295391487583679,0.5493817336149913
88,-7.050550049549049,0.545341900494072
89,-6.805708611514419,0.5412845434957803
90,-6.560867173479785,0.5372079982723837
91,-6.316025735445155,0.5331106004761506
92,-6.071184297410525,0.5289906857593484
93,-5.826342859375892,0.5248465897742455
94,-5.581501421341262,0.5206766481731093
95,-5.336659983306632,0.5164791966082085
96,-5.091818545271998,0.5122525707318104
97,-4.846977107237368,0.5079951061961832
98,-4.602135669202738,0.5037051386535948
99,-4.357294231168105,0.4993810037563129
100,-4.112452793133475,0.4950210371566057
101,-3.867611355098841,0.49062369446939036
102,-3.622769917064211,0.4861897267772598
103,-3.377928479029581,0.48172194923572925
104,-3.1330870409949476,0.477223250520159
105,-2.8882456029603176,0.4726965193059088
106,-2.6434041649256876,0.46814464426833874
107,-2.398562726891054,0.4635705140828087
108,-2.153721288856424,0.4589770174246787
109,-1.9088798508217941,0.4543670429693087
110,-1.6640384127871606,0.4497434793920584
111,-1.4191969747525306,0.4451092153682883
112,-1.1743555367179006,0.4404671395733578
113,-0.9295140986832671,0.4358201406826271
114,-0.6846726606486371,0.43117110737145625
115,-0.4398312226140071,0.42652292831520505
116,-0.19498978457937355,0.4218784921892334
117,0.04985165345525644,0.417240685596451
118,0.2946930914898864,0.41261197531963073
119,0.53953452952452,0.40799390088584336
120,0.78437596755915,0.40338787780521657
121,1.0292174055937835,0.3987953215878776
122,1.2740588436284135,0.39421764774395407
123,1.5189002816630435,0.38965627178357337
124,1.763741719697677,0.38511260921686274
125,2.008583157732307,0.3805880755539499
126,2.253424595766937,0.376084086304962
127,2.4982660338015705,0.3716020569800267
128,2.7431074718362005,0.3671434030892713
129,2.9879489098708305,0.36270954014282325
130,3.232790347905464,0.3583018836508099
131,3.4776317859400976,0.35392184912335883
132,3.722473223974724,0.34957085207059757
133,3.9673146620093576,0.3452503080026533
134,4.212156100043991,0.3409617322654654
135,4.4569975380786175,0.33670723870277447
136,4.701838976113251,0.3324891631758673
137,4.946680414147885,0.32830984191110313
138,5.191521852182511,0.32417161113484116
139,5.436363290217145,0.32007680707344055
